09/19/18 21:58, -82.13768, 34.82531, 6, 6.2, 14412, 80.6
09/20/18 21:40, -80.83723, 35.15468, 5.2, 5.8, 11435, 80.3
09/21/18 17:15, -80.83754, 35.15912, 5.8, 6.5, 12417, 80.1
09/21/18 21:25, -80.93952, 35.22268, 5.9, 6.5, 13270, 80.3
09/22/18 18:33, -76.63857, 39.33254, 6.2, 6.8, 8668, 80.1
09/23/18 13:58, -76.63858, 39.33247, 5.3, 8.2, 10397, 80.4
09/23/18 20:19, -76.59879, 39.2814, 5.4, 8.2, 5522, 80
09/24/18 16:09, -77.07105, 39.05846, 5.6, 7, 7368, 80.4
09/25/18 18:38, -122.40346, 37.7837, 5.8, 6.8, 14709, 80.2
09/25/18 20:05, -122.40339, 37.7834, 4.5, 6.8, 16000, 80
09/26/18 20:11, -122.4019, 37.78767, 4.8, 5.8, 8970, 79.8
09/27/18 15:56, -122.40703, 37.78882, 6.5, 6.5, 18267, 80.3
09/27/18 23:03, -122.39063, 37.61128, 5.8, 6.5, 17411, 80.1
09/28/18 10:50, 0, 0, 5.3, 5.4, 5457, 80
09/30/18 18:01, 2.14784, 48.81757, 5.2, 6.1, 10976, 81
10/01/18 08:17, 2.15091, 48.81987, 5.3, 6.2, 12024, 80.6
10/01/18 16:29, 3.09352, 45.78374, 4.6, 6.2, 10584, 80.7
10/03/18 14:45, 3.09381, 45.78424, 4.7, 6.2, 10152, 80.9
10/04/18 11:27, 3.09407, 45.78335, 4.4, 7.2, 11514, 80.6
10/05/18 16:31, 2.19317, 48.71263, 4.1, 6.8, 7046, 80.6
10/07/18 07:28, 2.1467, 48.81336, 5, 6.8, 11782, 81
10/07/18 16:37, 2.35766, 48.72805, 5.1, 6.8, 12083, 80.6
10/08/18 13:48, -3.36834, 47.72672, 4.4, 7.5, 9913, 80.6
10/08/18 16:10, -3.36834, 47.72672, 2.9, 7.5, 9414, 80.6
10/11/18 09:10, -3.36834, 47.72672, 5.3, 7.2, 13176, 80.6
10/11/18 15:57, -3.36833, 47.72672, 4.5, 7.2, 7163, 80.1
10/12/18 14:40, -2.52605, 47.69519, 5.2, 8, 6234, 80.6
10/13/18 10:06, 0, 0, 5.3, 5.2, 10825, 80.6
10/14/18 16:32, 5.22367, 43.439, 5, 7.2, 14195, 80.2
